id,label
1,1.0
2,1.0
3,1.0
4,1.0
5,0.0
6,3.2578464e-19
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,1.0
13,0.0
14,2.8520288e-08
15,0.0
16,0.0
17,1.0
18,1.0
19,0.0
20,0.0
21,1.0
22,1.9174551e-34
23,1.0
24,1.0
25,1.7288105e-08
26,1.0
27,1.0
28,0.0
29,1.0
30,1.0
31,1.0
32,3.0667429e-09
33,1.0
34,0.0
35,0.0
36,7.864793e-24
37,0.0
38,0.0
39,0.99999714
40,4.6143172e-29
41,1.0
42,1.0
43,1.0
44,1.0
45,0.0
46,1.0
47,0.0
48,1.0
49,1.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,1.0
57,1.0
58,0.0
59,1.0
60,0.0
61,3.157311e-27
62,1.0
63,0.0
64,1.0
65,1.0
66,1.0
67,1.0
68,0.0
69,1.0
70,1.0
71,1.0
72,1.0
73,1.0
74,1.0
75,1.0
76,1.0
77,1.0
78,1.0
79,1.0
80,2.9551857e-29
81,1.0032949e-35
82,0.0
83,1.0
84,6.08061e-34
85,1.0
86,1.0
87,1.0
88,1.0
89,0.0
90,6.1135486e-10
91,5.4793223e-37
92,0.0
93,0.0
94,1.0
95,1.0
96,0.0
97,1.0
98,1.0
99,0.0
100,0.0
101,1.7241814e-18
102,1.0
103,0.0
104,0.0
105,1.0
106,1.0
107,0.0
108,0.0
109,1.0
110,1.0
111,1.0
112,1.0
113,1.0
114,0.0
115,0.0
116,0.0
117,0.0
118,1.0
119,1.0
120,1.0
121,8.098223e-05
122,0.0
123,0.0
124,0.0
125,6.7592406e-32
126,1.0
127,1.0
128,0.0
129,0.0
130,1.0
131,1.0
132,1.0
133,2.92105e-34
134,2.2836182e-35
135,0.0
136,0.0
137,1.0
138,1.0
139,1.6750424e-05
140,0.0
141,0.0
142,1.0
143,1.0
144,4.194706e-10
145,0.0
146,1.0
147,1.0
148,1.7208654e-08
149,0.0
150,0.0
151,1.0
152,0.99999607
153,0.0
154,0.0
155,1.0
156,0.0
157,0.0
158,1.0
159,1.0
160,1.0
161,0.0
162,0.0
163,0.0
164,1.0
165,0.0
166,1.764393e-29
167,1.0
168,0.0
169,0.0
170,0.0
171,1.0
172,1.0
173,1.0
174,0.0
175,1.0
176,1.0
177,1.0
178,1.0
179,0.014296388
180,1.2743402e-21
181,1.0
182,1.0
183,0.0
184,0.0
